full_path,question,answer
/kaggle/input/vrmini2/abo-images-small/images/small/ba/ba211a88.jpg,What is the primary color of the foosball table?,Brown
/kaggle/input/vrmini2/abo-images-small/images/small/39/392d475b.jpg,How many butterflies are depicted on the phone case?,Six
/kaggle/input/vrmini2/abo-images-small/images/small/cd/cdc9e9e2.jpg,What material is the chair constructed from?,Teak
/kaggle/input/vrmini2/abo-images-small/images/small/13/133e2fdd.jpg,What is the primary material of the shoe?,Leather
/kaggle/input/vrmini2/abo-images-small/images/small/59/5935f75c.jpg,What is the dessert's primary flavor?,Caramel
/kaggle/input/vrmini2/abo-images-small/images/small/73/73cf3207.jpg,How many control knobs are visible on the humidifier?,One
/kaggle/input/vrmini2/abo-images-small/images/small/9f/9f81a375.jpg,"Considering the image and metadata, what is the product's weight?",Fifteen
/kaggle/input/vrmini2/abo-images-small/images/small/4e/4e78f912.jpg,"Considering the image and metadata, what is the primary material of the bracelet?",Silver
/kaggle/input/vrmini2/abo-images-small/images/small/11/11208d3c.jpg,What is the primary color of the dog harness shown?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/18/18741f91.jpg,How many pillowcases are shown in the image?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/77/779dfb69.jpg,What phone model is this case designed for?,Redmi
/kaggle/input/vrmini2/abo-images-small/images/small/b3/b322b654.jpg,"Based on the image, what is the apparent material of the bedding?",Cotton
/kaggle/input/vrmini2/abo-images-small/images/small/79/79d37b67.jpg,How many masks are included?,120
/kaggle/input/vrmini2/abo-images-small/images/small/89/89496d4c.jpg,What is the chair's style?,Glamorous
/kaggle/input/vrmini2/abo-images-small/images/small/bc/bc919044.jpg,"Given the metadata, what is the phone model compatibility?",MotoE4
/kaggle/input/vrmini2/abo-images-small/images/small/4c/4caa61de.jpg,How many main zippered compartments are visible on the front of the backpack?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/91/915ae5f2.jpg,What is the style of the sandal?,Soler
/kaggle/input/vrmini2/abo-images-small/images/small/38/38640202.jpg,What is the chair's approximate weight?,103
/kaggle/input/vrmini2/abo-images-small/images/small/21/2137224a.jpg,What style of shoe is this?,Loafer
/kaggle/input/vrmini2/abo-images-small/images/small/31/3169057f.jpg,What phone model is this case designed for?,Vivo
/kaggle/input/vrmini2/abo-images-small/images/small/5c/5ca11334.jpg,How many batteries are in the pack?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/9b/9b513bb8.jpg,What is the color of the fitted sheet shown?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/94/94bfa4d0.jpg,What is the closure type of these shoes?,Slip-on
/kaggle/input/vrmini2/abo-images-small/images/small/07/07c8dc30.jpg,"Considering the image and metadata, what is the primary material?",Metal
/kaggle/input/vrmini2/abo-images-small/images/small/9e/9e56da30.jpg,How many straps does this sandal have?,One
/kaggle/input/vrmini2/abo-images-small/images/small/ce/ce6201eb.jpg,Is the shoe design simple or ornate?,Simple
/kaggle/input/vrmini2/abo-images-small/images/small/35/3595924e.jpg,What color is the massager shown in the image?,Tan
/kaggle/input/vrmini2/abo-images-small/images/small/d2/d2d16587.jpg,What is the dominant color of the comforter?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/2d/2d21def0.jpg,Are the legs of the sofa made of wood or metal?,Metal
/kaggle/input/vrmini2/abo-images-small/images/small/9e/9e6c83e6.jpg,Is the phone case designed for a Realme phone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/cb/cbb1d9da.jpg,What material is the case primarily made of?,Silicone
/kaggle/input/vrmini2/abo-images-small/images/small/80/807596e0.jpg,What is the primary color of the cup shown?,Clear
/kaggle/input/vrmini2/abo-images-small/images/small/77/7763a33e.jpg,What type of sweets are shown on the phone case?,Macarons
/kaggle/input/vrmini2/abo-images-small/images/small/26/262420ab.jpg,What is the largest suitcase dimension in inches?,26
/kaggle/input/vrmini2/abo-images-small/images/small/75/75fd046d.jpg,Brand?,Solimo
/kaggle/input/vrmini2/abo-images-small/images/small/6f/6fc563b1.jpg,Is the phone case design primarily realistic or abstract?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/e4/e453750e.jpg,Is this case compatible with a Realme 3i phone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/f9/f9e42a75.jpg,What is the sheet's color?,Green
/kaggle/input/vrmini2/abo-images-small/images/small/df/dff0cd51.jpg,What material is the design seemingly made of?,Metal
/kaggle/input/vrmini2/abo-images-small/images/small/60/60b1b8bd.jpg,What colors are present on the vase?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/d8/d8307cc8.jpg,What is the brand of rice shown in the image?,Vedaka
/kaggle/input/vrmini2/abo-images-small/images/small/99/99aed6b7.jpg,What is the primary metal of the earrings?,Gold
/kaggle/input/vrmini2/abo-images-small/images/small/a0/a0155823.jpg,What is the weight of the product in pounds?,0.11
/kaggle/input/vrmini2/abo-images-small/images/small/f0/f011e186.jpg,What phone model is this case for?,Xperia
/kaggle/input/vrmini2/abo-images-small/images/small/45/454b3058.jpg,What design is featured on the case?,Floral
/kaggle/input/vrmini2/abo-images-small/images/small/24/248564d6.jpg,Is the phone case design geometric or abstract?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/f8/f84d5e93.jpg,What type of heel do these boots have?,Block
/kaggle/input/vrmini2/abo-images-small/images/small/61/615b9194.jpg,What is the primary function of this AmazonBasics product?,Cooking
/kaggle/input/vrmini2/abo-images-small/images/small/87/87c11ce5.jpg,What is the sheet's color?,Blush
/kaggle/input/vrmini2/abo-images-small/images/small/df/dfe0dd05.jpg,What is the phone case's primary material?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/11/11c0ec61.jpg,What color is the phone case's border?,Clear
/kaggle/input/vrmini2/abo-images-small/images/small/8d/8d81dfa2.jpg,What color are the find. Archer slip-on shoes?,Beige
/kaggle/input/vrmini2/abo-images-small/images/small/c8/c8ced80f.jpg,Brand?,Solimo
/kaggle/input/vrmini2/abo-images-small/images/small/7b/7b78617b.jpg,"Considering the image and metadata, what is the primary use case?",Outdoors
/kaggle/input/vrmini2/abo-images-small/images/small/61/612d2c88.jpg,Is this phone case designed for a Samsung phone?,No
/kaggle/input/vrmini2/abo-images-small/images/small/6b/6b671fef.jpg,What is the size of this weightlifting belt?,Small
/kaggle/input/vrmini2/abo-images-small/images/small/af/af70e2b5.jpg,What is the dominant color of the design?,Purple
/kaggle/input/vrmini2/abo-images-small/images/small/4e/4e1f5c08.jpg,Style?,Boots
/kaggle/input/vrmini2/abo-images-small/images/small/ef/eff45324.jpg,What is the dominant color shown in the image?,Green
/kaggle/input/vrmini2/abo-images-small/images/small/94/945592a7.jpg,"Based on the image and ""product_type"", what is the product's material?",Fabric
/kaggle/input/vrmini2/abo-images-small/images/small/61/61653930.jpg,How many cutouts are visible for ports and buttons on the case?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/bc/bcc5a9c8.jpg,"Given the image and metadata, what is the primary material of the shoe's upper?",Leather
/kaggle/input/vrmini2/abo-images-small/images/small/83/835b2136.jpg,Is there a beard on the phone case design?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/8b/8b7556c1.jpg,What is the brand of this adapter?,AmazonBasics
/kaggle/input/vrmini2/abo-images-small/images/small/c8/c8c4a539.jpg,Is this a high-top or slip-on shoe?,Slip-on
/kaggle/input/vrmini2/abo-images-small/images/small/e7/e7336613.jpg,"Given the metadata and image, what is the dominant color scheme?",Monochrome
/kaggle/input/vrmini2/abo-images-small/images/small/c1/c1fe90c0.jpg,What is the lamp's style?,Task
/kaggle/input/vrmini2/abo-images-small/images/small/38/38006444.jpg,Is this product vegetarian?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/0d/0da1c601.jpg,What is the primary material used in this Rivet nightstand?,Wood
/kaggle/input/vrmini2/abo-images-small/images/small/cd/cd5e64be.jpg,What is the form of the supplements?,Softgels
/kaggle/input/vrmini2/abo-images-small/images/small/ea/ea4cf42f.jpg,What animal is depicted on the phone case?,Macaw
/kaggle/input/vrmini2/abo-images-small/images/small/b4/b48b5547.jpg,Phone compatibility?,Note9
/kaggle/input/vrmini2/abo-images-small/images/small/1d/1d4232a6.jpg,What is the rug's primary color?,Grey
/kaggle/input/vrmini2/abo-images-small/images/small/9c/9cf6d68b.jpg,What is the dominant color of the shoe cabinet?,White
/kaggle/input/vrmini2/abo-images-small/images/small/6f/6f231906.jpg,What color are most of the brush handles?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/a9/a908851a.jpg,How many reinforced holes are visible at the bottom of the shower curtain?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/13/13c40adb.jpg,What is the ring's metal composition?,Silver
/kaggle/input/vrmini2/abo-images-small/images/small/48/48ddde95.jpg,Is this phone case designed for a Xiaomi Redmi Note 7 Pro?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/f8/f84d5e93.jpg,What is the primary color of the boots shown?,Brown
/kaggle/input/vrmini2/abo-images-small/images/small/51/51eb3cc0.jpg,How many legs does the chair have?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/db/db8fb129.jpg,What color are the headphones on the phone case?,Teal
/kaggle/input/vrmini2/abo-images-small/images/small/4d/4d10d6b3.jpg,What is the main color of the background on this phone case?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/36/3631dbe2.jpg,What phone model is this case designed for?,Tecno
/kaggle/input/vrmini2/abo-images-small/images/small/ef/ef84f312.jpg,What is the case's material?,Hard
/kaggle/input/vrmini2/abo-images-small/images/small/49/4981128b.jpg,What is the approximate number of batteries shown in the image?,Eight
/kaggle/input/vrmini2/abo-images-small/images/small/07/07cb2baf.jpg,What material is the case made from?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/8f/8f67a2ad.jpg,What is the dominant color scheme of the case design?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/44/44b53190.jpg,What colors are predominantly featured on the phone case?,Multicolored
/kaggle/input/vrmini2/abo-images-small/images/small/0c/0c0bdbd0.jpg,What is the dominant color scheme of the case design?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/8d/8d598fb5.jpg,What is the gemstone's color?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/62/6242d180.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/0c/0cc74fc9.jpg,What is the primary design feature of this case?,3D
/kaggle/input/vrmini2/abo-images-small/images/small/28/282b2088.jpg,How many tea bags are in the box?,15
/kaggle/input/vrmini2/abo-images-small/images/small/1f/1f2a3f29.jpg,What material is the case primarily made of?,Silicon
/kaggle/input/vrmini2/abo-images-small/images/small/94/945203ea.jpg,"Given the image and its description, what best describes the case's design style?",Mosaic
/kaggle/input/vrmini2/abo-images-small/images/small/6d/6d6e98c1.jpg,What type of sweets are shown on the phone case?,Macarons
/kaggle/input/vrmini2/abo-images-small/images/small/0d/0deac0a1.jpg,What color is the floor lamp's shade?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/aa/aae16ac3.jpg,"Considering the image and metadata, what is the filament's color?",Red
/kaggle/input/vrmini2/abo-images-small/images/small/e7/e7c53a71.jpg,"Judging by the image and its dimensions (21x34 inches), what is the rug's shape?",Rectangular
/kaggle/input/vrmini2/abo-images-small/images/small/2f/2f445c77.jpg,What is the primary material of the towel set?,Cotton
/kaggle/input/vrmini2/abo-images-small/images/small/4e/4e8f2a07.jpg,"Considering the image and metadata, what is the phone model compatibility?",Honor5c
/kaggle/input/vrmini2/abo-images-small/images/small/4a/4a5c459a.jpg,"Considering the metadata and image, what is the primary color of the Movian Layon bathroom vanity?",White
/kaggle/input/vrmini2/abo-images-small/images/small/d4/d4ff5460.jpg,What color is the prominent heart on the phone case?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/09/09b3eefd.jpg,How many place settings are included?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/55/556292a6.jpg,What is the primary material of the case?,Silicon
/kaggle/input/vrmini2/abo-images-small/images/small/a4/a4cd0c4a.jpg,Is this cable designed for charging and syncing Apple devices?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/52/52173196.jpg,What is the chair's color?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/0c/0c91df71.jpg,"Considering the image and metadata, what is the depicted phone model?",Honor5c
/kaggle/input/vrmini2/abo-images-small/images/small/66/66e62f23.jpg,Is the girl on the phone case holding something?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/0a/0a9691d8.jpg,"Given the metadata, what is the phone model compatibility?",Zenfone
/kaggle/input/vrmini2/abo-images-small/images/small/94/945203ea.jpg,"Considering the image and metadata, what is the primary material of this phone case?",Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/8e/8ea0114e.jpg,What word is prominently displayed on the case?,Love
/kaggle/input/vrmini2/abo-images-small/images/small/8b/8b768cf4.jpg,What colors are predominantly used in the phone case design?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/81/813abcec.jpg,What material is the case made from?,Silicon
/kaggle/input/vrmini2/abo-images-small/images/small/07/0784cb96.jpg,How many elastic side panels are visible on the boot?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/16/16ff70c0.jpg,What is the shoe's color?,Silver
/kaggle/input/vrmini2/abo-images-small/images/small/94/9423b541.jpg,"Based on its size and pattern, where would this rug best fit?",Livingroom
/kaggle/input/vrmini2/abo-images-small/images/small/f5/f5ed3122.jpg,"Considering the image and metadata, what animal is depicted on the phone case?",Macaw
/kaggle/input/vrmini2/abo-images-small/images/small/06/0688f5a8.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/4d/4d025d5d.jpg,What is the dominant design element on the case?,Wood
/kaggle/input/vrmini2/abo-images-small/images/small/37/37337bb4.jpg,How many LED light bulbs are shown in the image?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/06/0677dd88.jpg,What color are the flowers on the phone case?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/fe/fe7840e8.jpg,What is the primary color of the background pattern?,Grey
/kaggle/input/vrmini2/abo-images-small/images/small/89/89ee9b66.jpg,How many visible metal supports are there under the light shade?,6
/kaggle/input/vrmini2/abo-images-small/images/small/c8/c80a9633.jpg,Is this phone case designed for an Asus Zenfone 3 Max?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/c5/c5b133b0.jpg,What is the primary function of this Ameriwood Home product?,Storage
/kaggle/input/vrmini2/abo-images-small/images/small/87/87c11ce5.jpg,Is the metadata accurate?,No
/kaggle/input/vrmini2/abo-images-small/images/small/06/069b1f06.jpg,What material is the sheet primarily made of?,Polycotton
/kaggle/input/vrmini2/abo-images-small/images/small/e9/e9533f97.jpg,What is the primary manufacturing method of this case?,3D
/kaggle/input/vrmini2/abo-images-small/images/small/9e/9eddd291.jpg,What is the overall style of the necklace?,Elegant
/kaggle/input/vrmini2/abo-images-small/images/small/de/de82f0fa.jpg,"Considering the image and ""12 ounce disposable cup for cold beverages"" metadata, what is the cup's capacity?",12oz
/kaggle/input/vrmini2/abo-images-small/images/small/10/1054b59d.jpg,Is this phone case designed for an HTC One M8?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/71/71cb7965.jpg,What phone model is this case designed for?,GrandPrime
/kaggle/input/vrmini2/abo-images-small/images/small/13/1329f1cf.jpg,"Based on the image and ""material"" metadata, what is the case's primary material?",Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/c9/c9815d4b.jpg,What material is the phone case made of?,TPU
/kaggle/input/vrmini2/abo-images-small/images/small/2f/2fd562d8.jpg,What is the primary color of the knee pads shown?,Yellow
/kaggle/input/vrmini2/abo-images-small/images/small/c7/c7d60044.jpg,What color is the pillow sham?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/87/87c11ce5.jpg,What is the actual product shown?,Pillowcases
/kaggle/input/vrmini2/abo-images-small/images/small/12/12c8f19e.jpg,"Considering the image and ""UV Protection"" in the item name, what is the primary function of this bandana?",Sun
/kaggle/input/vrmini2/abo-images-small/images/small/bf/bfc4636b.jpg,How many large stones are featured on each earring?,One
/kaggle/input/vrmini2/abo-images-small/images/small/54/54eea487.jpg,How many cutouts are visible for buttons and ports on the case?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/16/1697e125.jpg,What color are the cushions on the chairs?,Beige
/kaggle/input/vrmini2/abo-images-small/images/small/57/57f012b0.jpg,What is the dominant color of the design?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/01/013954a1.jpg,What is the dominant color of the tie?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/55/5578b80e.jpg,What is the product's length in mm (approximately)?,525
/kaggle/input/vrmini2/abo-images-small/images/small/13/13e02100.jpg,"Given the image and the product's node in the Amazon category tree, what is the sandal's heel type?",Wedge
/kaggle/input/vrmini2/abo-images-small/images/small/b0/b09cf05b.jpg,What phone model is this case designed for?,iPhoneX
/kaggle/input/vrmini2/abo-images-small/images/small/d0/d0b0b1ea.jpg,What is the primary product type according to the metadata?,GROCERY
/kaggle/input/vrmini2/abo-images-small/images/small/86/86db346a.jpg,What is the primary design feature of this case?,Couple
/kaggle/input/vrmini2/abo-images-small/images/small/59/596ba4d2.jpg,What type of connection does this adapter convert from and to?,USB-C
/kaggle/input/vrmini2/abo-images-small/images/small/e8/e87ff2eb.jpg,What is the primary design feature of this case?,Flowers
/kaggle/input/vrmini2/abo-images-small/images/small/66/66ea3f11.jpg,Color?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/c8/c80a9633.jpg,How many butterflies are depicted on the phone case?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/a7/a7ae61b7.jpg,What is the coating type of this frying pan?,Non-stick
/kaggle/input/vrmini2/abo-images-small/images/small/87/87dc02e4.jpg,What is the main protein source in this meal kit?,Pork
/kaggle/input/vrmini2/abo-images-small/images/small/8d/8d2bda2d.jpg,What is the primary material of this phone case?,Canvas
/kaggle/input/vrmini2/abo-images-small/images/small/b3/b360d78e.jpg,What is the primary material of this phone case?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/7a/7a7f431d.jpg,What is the approximate diameter of the umbrella?,8ft
/kaggle/input/vrmini2/abo-images-small/images/small/77/77fc7c28.jpg,Is the phone case design primarily geometric or scenic?,Scenic
/kaggle/input/vrmini2/abo-images-small/images/small/63/637eb60f.jpg,What is the style of the sandal?,Floaters
/kaggle/input/vrmini2/abo-images-small/images/small/d6/d684b509.jpg,What is the dominant color of the case?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/f0/f08f62d5.jpg,Is the case design primarily geometric or illustrative?,Illustrative
/kaggle/input/vrmini2/abo-images-small/images/small/13/13c40adb.jpg,What is the central stone's type?,Zirconia
/kaggle/input/vrmini2/abo-images-small/images/small/71/71135b27.jpg,How many main design elements are featured on the phone case?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/59/596ba4d2.jpg,What is the primary function of this product?,Adapters
/kaggle/input/vrmini2/abo-images-small/images/small/d0/d0889202.jpg,What material is the screen protector made of?,Glass
/kaggle/input/vrmini2/abo-images-small/images/small/79/7918978a.jpg,What is the main color of the phone case?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/05/051b1105.jpg,What is the dominant color of the shoe?,Tan
/kaggle/input/vrmini2/abo-images-small/images/small/79/7934034b.jpg,What color is the bow tie?,Orange
/kaggle/input/vrmini2/abo-images-small/images/small/41/4187b0a3.jpg,What is the brand of this bubble wrap?,AmazonBasics
/kaggle/input/vrmini2/abo-images-small/images/small/24/244a4fdf.jpg,What material is the comforter made of?,Polyester
/kaggle/input/vrmini2/abo-images-small/images/small/6d/6dbfad23.jpg,Does the filter have a mechanism to indicate when it needs replacing?,No
/kaggle/input/vrmini2/abo-images-small/images/small/2a/2a358f41.jpg,What phone model does this case fit?,A7
/kaggle/input/vrmini2/abo-images-small/images/small/4d/4dcc12ae.jpg,What is the dominant color of the case?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/33/33d665c5.jpg,"Considering the image and metadata, what is the primary color of the mop head?",White
/kaggle/input/vrmini2/abo-images-small/images/small/43/4313e22e.jpg,Material?,TPU
/kaggle/input/vrmini2/abo-images-small/images/small/cf/cf12e701.jpg,"Based on the image, does the fabric appear to have a noticeable texture?",Yes
/kaggle/input/vrmini2/abo-images-small/images/small/96/9677cffa.jpg,What type of dressing is shown in the image?,Italian
/kaggle/input/vrmini2/abo-images-small/images/small/e6/e6f0398c.jpg,Is this phone case compatible with the Gionee F9 Plus?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/a0/a06cfb49.jpg,What is the primary material of the shoe?,Leather
/kaggle/input/vrmini2/abo-images-small/images/small/05/0531e969.jpg,What material is the band around the planter made of?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/f2/f23104d4.jpg,What colors are predominantly featured in the phone case design?,Multicolored
/kaggle/input/vrmini2/abo-images-small/images/small/71/71cb7965.jpg,What material is the case made from?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/f5/f51de2ed.jpg,What phone model is this case designed for?,Redmi
/kaggle/input/vrmini2/abo-images-small/images/small/0b/0b862d38.jpg,Is the picture oriented vertically or horizontally?,Vertical
/kaggle/input/vrmini2/abo-images-small/images/small/c4/c44ee806.jpg,How many grooming tools are included in this AmazonBasics pet grooming set?,8
/kaggle/input/vrmini2/abo-images-small/images/small/08/08a9a360.jpg,What type of heel does the sandal have?,Block
/kaggle/input/vrmini2/abo-images-small/images/small/27/278317aa.jpg,What is the duvet cover's color?,Grey
/kaggle/input/vrmini2/abo-images-small/images/small/03/03ee8267.jpg,What is the primary material of these spoons?,Polypropylene
/kaggle/input/vrmini2/abo-images-small/images/small/3b/3b4e7a30.jpg,How many distinct shapes are printed on the phone case?,One
/kaggle/input/vrmini2/abo-images-small/images/small/79/79bf0071.jpg,What phone model is this case designed for?,Redmi
/kaggle/input/vrmini2/abo-images-small/images/small/0a/0ab6caba.jpg,What is the apparent color of the candied blueberries?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/d2/d2f3c0c9.jpg,"Given the metadata, what is the maximum wattage of the included bulb?",Sixty
/kaggle/input/vrmini2/abo-images-small/images/small/0b/0bba7220.jpg,What material is this phone case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/1b/1bcc08eb.jpg,"Given the metadata and the image showing a red chair cover, what is the color of the product?",Red
/kaggle/input/vrmini2/abo-images-small/images/small/dd/dddb32c6.jpg,What colors are predominantly used in the phone case design?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/46/463da351.jpg,What is the dominant design element on the case?,Rangoli
/kaggle/input/vrmini2/abo-images-small/images/small/84/84cf7249.jpg,What material is the headboard upholstered in?,Polyester
/kaggle/input/vrmini2/abo-images-small/images/small/76/765e37af.jpg,Is the woman's hair depicted as long or short on the phone case?,Long
/kaggle/input/vrmini2/abo-images-small/images/small/02/02167a1d.jpg,"How many prominent colors are used in the phone case's design, excluding the black background?",Two
/kaggle/input/vrmini2/abo-images-small/images/small/3e/3e7947a9.jpg,What is the primary function of this product?,Protection
/kaggle/input/vrmini2/abo-images-small/images/small/75/75fd046d.jpg,Material?,Silicon
/kaggle/input/vrmini2/abo-images-small/images/small/b5/b5319e00.jpg,"Given the metadata, what is the product's primary ingredient?",Tuna
/kaggle/input/vrmini2/abo-images-small/images/small/fb/fb8c4592.jpg,What color are the flowers on the phone case?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/ed/edc25e4a.jpg,What is the main color of the phone case?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/93/9373277c.jpg,What phone model does this case fit?,S8Plus
/kaggle/input/vrmini2/abo-images-small/images/small/ff/ff977b1f.jpg,What type of closure does the sandal utilize?,Hook
/kaggle/input/vrmini2/abo-images-small/images/small/81/81a5da7d.jpg,What is the primary color of the frame?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/4d/4d2efb66.jpg,What is the dominant color scheme of the design?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/c4/c441f505.jpg,Shape?,Square
/kaggle/input/vrmini2/abo-images-small/images/small/20/20d93ce6.jpg,What phone model is this case designed for?,Prime
/kaggle/input/vrmini2/abo-images-small/images/small/5f/5f005bee.jpg,What is the brand of this vitamin B12 supplement?,Solimo
/kaggle/input/vrmini2/abo-images-small/images/small/99/99680f48.jpg,Is the phone case design primarily floral?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/91/917610a6.jpg,What is the total weight of the pair of ankle weights?,One
/kaggle/input/vrmini2/abo-images-small/images/small/99/99d14e05.jpg,What is the shoe's color?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/39/391505f7.jpg,What is the primary function of this Taloyone product?,Protection
/kaggle/input/vrmini2/abo-images-small/images/small/67/67b38996.jpg,What phone model is compatible?,Vivo
/kaggle/input/vrmini2/abo-images-small/images/small/41/4122d07b.jpg,What design is featured on the case?,Waterdrops
/kaggle/input/vrmini2/abo-images-small/images/small/da/da524d99.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/f8/f81c820e.jpg,What colors are predominantly featured on the phone case?,Rainbow
/kaggle/input/vrmini2/abo-images-small/images/small/75/75ab3d2d.jpg,"Does this shoe have a suede heel insert, as described in the product details?",Yes
/kaggle/input/vrmini2/abo-images-small/images/small/13/1392f0e7.jpg,What is the shoe's primary color?,Gray
/kaggle/input/vrmini2/abo-images-small/images/small/5d/5d0c1389.jpg,What is the heel type of the find. Cone Sandal?,Cone
/kaggle/input/vrmini2/abo-images-small/images/small/87/874f86c4.jpg,What is the primary color of the Hillsdale bar stool?,Gray
/kaggle/input/vrmini2/abo-images-small/images/small/b6/b6c53815.jpg,"Considering the image and metadata, what is the primary material of the find. Albany Chelsea boots?",Suede
/kaggle/input/vrmini2/abo-images-small/images/small/18/185d4a42.jpg,What is the primary color of the shoe?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/17/17aae2da.jpg,What letter is prominently displayed on the case?,S
/kaggle/input/vrmini2/abo-images-small/images/small/d0/d0bb03e9.jpg,What color is the phone case?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/fa/fa523462.jpg,What color is the accent chair?,Brown
/kaggle/input/vrmini2/abo-images-small/images/small/a8/a871ef34.jpg,What is the absorbency level?,Super
/kaggle/input/vrmini2/abo-images-small/images/small/b5/b5718657.jpg,Is this extension cord designed for indoor or outdoor use?,Outdoor
/kaggle/input/vrmini2/abo-images-small/images/small/3a/3aee8cce.jpg,What is the brand name of the fabric conditioner shown?,Presto!
/kaggle/input/vrmini2/abo-images-small/images/small/fd/fd22c12b.jpg,Does this Solimo razor handle have a beard trimmer?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/e2/e2d983ad.jpg,How many visible heating elements are there in the heater?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/27/27fef629.jpg,Does the comforter appear to be made of a soft material?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/0c/0ce16893.jpg,What is the dominant color of the curtains?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/51/5159d13a.jpg,"Based on the image and description, what is the case's dominant color?",Grey
/kaggle/input/vrmini2/abo-images-small/images/small/62/62ea2aa7.jpg,What phone model is this case designed for?,Gionee
/kaggle/input/vrmini2/abo-images-small/images/small/ca/caebf9cc.jpg,What color are the suitcases?,Purple
/kaggle/input/vrmini2/abo-images-small/images/small/a8/a8d62e75.jpg,What is the heel type of this find. Shoe Boot?,Stiletto
/kaggle/input/vrmini2/abo-images-small/images/small/39/39517fe8.jpg,"Based on the image and ""multi-colored"" metadata, what is the predominant case color?",Black
/kaggle/input/vrmini2/abo-images-small/images/small/a6/a6823313.jpg,Is the design on this phone case primarily floral or geometric?,Floral
/kaggle/input/vrmini2/abo-images-small/images/small/af/afd6dcbf.jpg,"Considering the dimensions and style, what is the best descriptor for this Flavia product?",Clutch
